NODE_ZueraCampillo.Active;BOOL;OPC_QUALITY_OUT_OF_SERVICE;TRUE
NODE_ZueraCampillo.ActivePower;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.ReactivePower;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.Current;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.VoltageR;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.VoltageS;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.VoltageT;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.SetpointApplied;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.CECOELSetpointReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.CECOELSetpointMotive;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.CECORESetpointReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.CECORESetpointMotive;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.CECORERoleReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.RemainingTime;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.ActivePowerAds;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.GridConnection;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;2
NODE_ZueraCampillo.WindDirection;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.WindSpeed;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.Temperature;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraCampillo.CircuitClosed;BOOL;OPC_QUALITY_OUT_OF_SERVICE;TRUE
NODE_ZueraOeste.Active;BOOL;OPC_QUALITY_OUT_OF_SERVICE;TRUE
NODE_ZueraOeste.ActivePower;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.ReactivePower;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.Current;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.VoltageR;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.VoltageS;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.VoltageT;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.SetpointApplied;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.CECOELSetpointReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.CECOELSetpointMotive;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.CECORESetpointReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.CECORESetpointMotive;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.CECORERoleReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.RemainingTime;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.ActivePowerAds;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.GridConnection;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;2
NODE_ZueraOeste.WindDirection;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.WindSpeed;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.Temperature;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_ZueraOeste.CircuitClosed;BOOL;OPC_QUALITY_OUT_OF_SERVICE;TRUE
NODE_Escatron.Active;BOOL;OPC_QUALITY_OUT_OF_SERVICE;TRUE
NODE_Escatron.ActivePower;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.ReactivePower;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.Current;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.VoltageR;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.VoltageS;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.VoltageT;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.SetpointApplied;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.CECOELSetpointReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.CECOELSetpointMotive;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.CECORESetpointReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.CECORESetpointMotive;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.CECORERoleReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.RemainingTime;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.ActivePowerAds;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.GridConnection;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;2
NODE_Escatron.WindDirection;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.WindSpeed;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.Temperature;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
NODE_Escatron.CircuitClosed;BOOL;OPC_QUALITY_OUT_OF_SERVICE;TRUE
PARK_Coscojar.Active;BOOL;OPC_QUALITY_OUT_OF_SERVICE;TRUE
PARK_Coscojar.NominalPower;FLOAT;OPC_QUALITY_GOOD;15000
PARK_Coscojar.ActivePower;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.ReactivePower;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.Current;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.VoltageR;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.VoltageS;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.VoltageT;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.WindSpeed;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.WindDirection;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.Temperature;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
